,NDC Description,Potential Dispensed Days,Risk Factor,Rolling Window Days,Mean of Rolling Sum,STD. Of Rolling Sum,Actual Dispensed Days,Recommended Min Level,Recommended Max Level
1027,dornase alfa 2.5 mg/2.5 mL inhalation solution [2.5mL],92,1,5,75.0,0.0,1,75.0,75.0
1028,nicotine 14 mg/24 hour patch (14EA),92,1,5,14.0,0.0,1,14.0,14.0
1029,morphine ER 15 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1030,Premarin 0.9 mg tablet,92,1,5,90.0,0.0,3,90.0,90.0
1031,fluocinolone 0.01% topical solution [60mL],92,1,5,60.0,0.0,1,60.0,60.0
1032,Vyvanse 70 mg capsule,92,1,5,90.0,0.0,1,90.0,90.0
1033,ARIPiprazole 20 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1034,TRUEplus ketone urine test strip [50],92,1,5,75.0,26.352313834736496,2,75.0,101.35231383473649
1035,Armour Thyroid 30 mg (0.5 gr) tablet,92,1,5,162.5,99.4644751566197,3,162.5,261.9644751566197
1036,flunisolide 25 mcg/inh nasal spray [25mL],92,1,5,75.0,0.0,1,75.0,75.0
1037,clobetasol 0.05% cream [15g],92,1,5,40.0,7.319250547113999,3,40.0,47.319250547113995
1038,calcitriol 0.5 mcg capsule,92,1,5,90.0,0.0,2,90.0,90.0
1039,atomoxetine 10 mg capsule,92,1,5,90.0,0.0,1,90.0,90.0
1040,Forteo 620 mcg/2.48 mL inj-pen [2.4mL],92,1,5,2.4,0.0,2,2.4,2.4
1041,verapamil ER 120 mg/24 hour capsule,92,1,5,90.0,0.0,1,90.0,90.0
1042,tropicamide 1% eye drops [15mL],92,1,5,15.0,0.0,1,15.0,15.0
1043,desipramine 50 mg tablet,92,1,5,360.0,0.0,1,360.0,360.0
1044,aspirin EC 325 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1045,sotalol AF 80 mg tablet,92,1,5,52.5,39.528470752104745,2,52.5,92.02847075210474
1046,bumetanide 2 mg tablet,92,1,5,180.0,73.48469228349535,2,180.0,253.48469228349535
1047,dorzolamide 2% eye drops [10mL],92,1,5,16.666666666666668,4.879500364742666,3,16.666666666666668,21.546167031409333
1048,nicotine 4 mg gum [110EA],92,1,5,330.0,0.0,1,330.0,330.0
1049,lidocaine 5% ointment [35.44g],92,1,5,88.46666666666665,59.71585648009676,3,88.46666666666665,148.1825231467634
1050,bisoprolol 5 mg tablet,92,1,5,45.0,0.0,2,45.0,45.0
1051,methylphenidate 20 mg tablet,92,1,5,180.0,0.0,1,180.0,180.0
1052,Oscimin SR 0.375 mg/12 hour tablet,92,1,5,225.0,47.43416490252569,2,225.0,272.4341649025257
1053,Gleevec 400 mg tablet,92,1,5,30.0,0.0,1,30.0,30.0
1054,traMADol ER 100 mg/24 hour (Eqv-Ryzolt) tablet,92,1,5,90.0,0.0,1,90.0,90.0
1055,fluocinonide 0.05% cream [30g],92,1,5,30.0,0.0,1,30.0,30.0
1056,levothyroxine (Mylan) 150 mcg tablet,92,1,5,30.0,0.0,1,30.0,30.0
1057,Avapro 300 mg tablet,92,1,5,90.0,0.0,2,90.0,90.0
1058,disulfiram 250 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1059,simvastatin 5 mg tablet,92,1,5,180.0,0.0,1,180.0,180.0
1060,amoxicillin-clav 400 mg-57 mg/5 mL oral susp [100mL],92,1,5,200.0,0.0,1,200.0,200.0
1061,desvenlafaxine ER 100 mg tablet,92,1,5,90.0,0.0,2,90.0,90.0
1062,QVAR RediHaler 40 mcg inhaler [10.6g],92,1,5,10.599999999999998,1.8724445165742407e-15,2,10.599999999999998,10.6
1063,amLODIPine-benazepril 5 mg-20 mg capsule,92,1,5,90.0,0.0,1,90.0,90.0
1064,levothyroxine (Tirosint) 50 mcg capsule,92,1,5,90.0,0.0,1,90.0,90.0
1065,Cequa 0.09% (PF) eye drops UD [60EA],92,1,5,60.0,0.0,1,60.0,60.0
1066,Azopt 1% eye drops (suspension) [10mL],92,1,5,10.0,0.0,2,10.0,10.0
1067,Sensipar 30 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1068,Niaspan ER 750 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1069,cabergoline 0.5 mg tablet,92,1,5,24.0,0.0,1,24.0,24.0
1070,desmopressin 0.2 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1071,carBAMazepine XR (Tegretol XR) 200 mg tablet,92,1,5,180.0,0.0,1,180.0,180.0
1072,guanFACINE 1 mg tablet,92,1,5,102.27272727272727,89.20099877141614,3,102.27272727272727,191.4737260441434
1073,Ranexa ER 1000 mg/12 hour tablet,92,1,5,180.0,0.0,1,180.0,180.0
1074,PEG 3350 electrolyte Susp [4000mL],92,1,5,4000.0,0.0,1,4000.0,4000.0
1075,dexmethylphenidate ER 15 mg/24 hour capsule,92,1,5,90.0,0.0,1,90.0,90.0
1076,metoclopramide 10 mg tablet,92,1,5,35.0,26.352313834736496,2,35.0,61.35231383473649
1077,Timoptic Ocudose 0.5% (PF) eye drops UD [60EA],92,1,5,60.0,0.0,1,60.0,60.0
1078,nitroglycerin 0.4 mg spray [4.9g],92,1,5,14.7,0.0,1,14.7,14.7
1079,etodolac 400 mg tablet,92,1,5,47.77777777777778,34.19714088113865,3,47.77777777777778,81.97491865891644
1080,Cosentyx Sensoready Pen 150 mg/mL Inj [2mL],92,1,5,6.0,0.0,1,6.0,6.0
1081,hydrocortisone 2.5% cream [30g],92,1,5,60.0,0.0,1,60.0,60.0
1082,Enbrel 50 mg/mL Prefilled Syringe [4EA],92,1,5,4.0,0.0,1,4.0,4.0
1083,sodium chloride 3% inhalation solution [4mL],92,1,5,840.0,632.4555320336759,2,840.0,1472.4555320336758
1084,Premarin 0.45 mg tablet,92,1,5,24.0,0.0,1,24.0,24.0
1085,Invokana 300 mg tablet,92,1,5,90.0,0.0,2,90.0,90.0
1086,methylPREDNISolone 4 mg tablet,92,1,5,42.0,0.0,1,42.0,42.0
1087,Dilantin ER 100 mg capsule,92,1,5,360.0,0.0,1,360.0,360.0
1088,pyridostigmine bromide 30 mg tablet,92,1,5,42.0,0.0,2,42.0,42.0
1089,brimonidine 0.2% eye drops [5mL],92,1,5,5.0,0.0,1,5.0,5.0
1090,Zioptan 0.0015% (PF) eye drops UD [30EA],92,1,5,30.0,0.0,1,30.0,30.0
1091,morphine 15 mg tablet,92,1,5,120.0,0.0,1,120.0,120.0
1092,chlordiazePOXIDE 25 mg capsule,92,1,5,14.0,0.0,1,14.0,14.0
1093,Zithromax 200 mg/5 mL oral suspension [30mL],92,1,5,30.0,0.0,1,30.0,30.0
1094,rizatriptan 5 mg ODT,92,1,5,15.0,9.486832980505138,2,15.0,24.486832980505138
1095,lamoTRIgine 150 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1096,levETIRAcetam 250 mg tablet,92,1,5,180.0,0.0,1,180.0,180.0
1097,hydrocortisone 10 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1098,Prempro 0.3 mg-1.5 mg tablet (28),92,1,5,84.0,0.0,1,84.0,84.0
1099,diclofenac sodium ER 100 mg/24 hour tablet,92,1,5,90.0,0.0,1,90.0,90.0
1100,tranexamic acid 650 mg tablet,92,1,5,30.0,0.0,2,30.0,30.0
1101,Tazorac 0.05% cream [60g],92,1,5,60.0,0.0,1,60.0,60.0
1102,Premarin 1.25 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1103,fluocinolone 0.01% ear drops (oil) [20mL],92,1,5,20.0,0.0,1,20.0,20.0
1104,Zovirax 5% cream [5g],92,1,5,5.0,0.0,1,5.0,5.0
1105,Namenda XR 28 mg/24 hour capsule,92,1,5,90.0,0.0,1,90.0,90.0
1106,Emend 40 mg capsule,92,1,5,1.0,0.0,1,1.0,1.0
1107,divalproex sodium ER 500 mg tablet,92,1,5,225.0,142.30249470757707,2,225.0,367.30249470757707
1108,amLODIPine-benazepril 5 mg-10 mg capsule,92,1,5,90.0,0.0,1,90.0,90.0
1109,doxepin 50 mg capsule,92,1,5,30.0,0.0,1,30.0,30.0
1110,tadalafil 20 mg tablet,92,1,5,22.5,8.492077756084468,3,22.5,30.99207775608447
1111,guanFACINE ER 3 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1112,U-300 (conc) Toujeo SoloStar glargine 300 units/mL [1.5mL]],92,1,5,41.166666666666664,9.389710680668848,2,41.166666666666664,50.55637734733551
1113,Betapace 80 mg tablet,92,1,5,360.0,0.0,1,360.0,360.0
1114,risperiDONE 0.5 mg tablet,92,1,5,120.0,63.245553203367585,2,120.0,183.2455532033676
1115,Prevacid Solutab 30 mg ODT,92,1,5,30.0,0.0,1,30.0,30.0
1116,timolol maleate 0.5% eye drops [5mL],92,1,5,5.0,0.0,2,5.0,5.0
1117,Soolantra 1% cream [45g],92,1,5,45.0,0.0,1,45.0,45.0
1118,metroNIDAZOLE 0.75% cream [45g],92,1,5,85.0,47.43416490252569,2,85.0,132.43416490252568
1119,hydrocortisone 2.5% rectal cream [28.35g w/ applicator],92,1,5,60.0,0.0,1,60.0,60.0
1120,GenTeal PM (PF) eye ointment [3.5g],92,1,5,8.75,5.533985905294664,2,8.75,14.283985905294664
1121,Naftin 2% gel [45g],92,1,5,45.0,0.0,1,45.0,45.0
1122,Lotemax 0.5% eye gel [5g],92,1,5,5.0,0.0,1,5.0,5.0
1123,divalproex sodium (Depakote) DR 125 mg tablet,92,1,5,630.0,0.0,1,630.0,630.0
1124,NovoLIN 70/30 [10mL],92,1,5,50.0,0.0,1,50.0,50.0
1125,Imitrex Statdose 6 mg/0.5 mL Inj [0.5mL],92,1,5,10.0,0.0,1,10.0,10.0
1126,hydrochlorothiazide-valsartan 12.5 mg-160 mg tab,92,1,5,90.0,0.0,1,90.0,90.0
1127,FIRST Mouthwash BLM oral suspension [119mL],92,1,5,255.0,107.06851389025005,2,255.0,362.0685138902501
1128,dilTIAZem SR 60 mg/12 hour capsule,92,1,5,15.0,0.0,1,15.0,15.0
1129,Relpax 20 mg tablet,92,1,5,36.0,0.0,1,36.0,36.0
1130,Alphagan P 0.1% eye drops [5mL],92,1,5,10.0,0.0,1,10.0,10.0
1131,risedronate 35 mg tablet,92,1,5,12.0,0.0,1,12.0,12.0
1132,Toviaz ER 8 mg/24 hour tablet,92,1,5,90.0,0.0,1,90.0,90.0
1133,Victoza 18 mg/3 mL inj-pen [3mL],92,1,5,27.0,0.0,1,27.0,27.0
1134,betamethasone-clotrimazole 0.05%-1% cream [15g],92,1,5,15.0,0.0,1,15.0,15.0
1135,Precose 25 mg tablet,92,1,5,10.0,0.0,1,10.0,10.0
1136,tiZANidine 4 mg capsule,92,1,5,240.0,0.0,1,240.0,240.0
1137,FIRST omeprazole 2 mg/mL oral suspension [90mL],92,1,5,180.0,0.0,1,180.0,180.0
1138,glyBURIDE 1.25 mg tablet,92,1,5,180.0,0.0,1,180.0,180.0
1139,niacin (eqv-niaspan) ER 750 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1140,topiramate ER 50 mg/24 hour sprinkle capsule,92,1,5,30.0,0.0,1,30.0,30.0
1141,topiramate ER 200 mg/24 hour sprinkle capsule,92,1,5,30.0,0.0,1,30.0,30.0
1142,orphenadrine ER 100 mg tablet,92,1,5,60.0,0.0,1,60.0,60.0
1143,Vyvanse 40 mg capsule,92,1,5,90.0,0.0,1,90.0,90.0
1144,levothyroxine (Sandoz) 100 mcg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1145,QUEtiapine XR 150 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1146,Vyvanse 50 mg capsule,92,1,5,90.0,0.0,1,90.0,90.0
1147,esomeprazole DR 40 mg capsule,92,1,5,180.0,0.0,1,180.0,180.0
1148,tretinoin 0.1% cream [20g],92,1,5,40.0,0.0,1,40.0,40.0
1149,medroxyPROGESTERone 2.5 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1150,Annovera (segesterone/EE) 0.15/0.013 vaginal ring,92,1,5,1.0,0.0,1,1.0,1.0
1151,gentamicin 0.1% cream [30g],92,1,5,30.0,0.0,1,30.0,30.0
1152,OXcarbazepine 150 mg tablet,92,1,5,180.0,0.0,1,180.0,180.0
1153,OXcarbazepine 300 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1154,tacrolimus 0.03% ointment [30g],92,1,5,60.0,0.0,1,60.0,60.0
1155,clotrimazole 10 mg lozenge [70EA],92,1,5,70.0,0.0,1,70.0,70.0
1156,temazepam 7.5 mg capsule,92,1,5,30.0,0.0,1,30.0,30.0
1157,mexiletine 150 mg capsule,92,1,5,180.0,0.0,1,180.0,180.0
1158,Vimpat 200 mg tablet,92,1,5,180.0,0.0,1,180.0,180.0
1159,cefuroxime 250 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1160,Tamiflu 75 mg capsule UD,92,1,5,10.0,0.0,1,10.0,10.0
1161,fosinopril 20 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1162,Carnitor 100 mg/mL oral solution,92,1,5,270.0,,1,270.0,
1163,CeleBREX 200 mg capsule,92,1,5,100.0,,1,100.0,
